customer_id,item_id,event_type,event_value,event_date
C01179,ITEM_020,play,3,2026-02-25
C00758,ITEM_077,view,1,2026-06-23
C00632,ITEM_032,play,3,2026-03-28
C00225,ITEM_044,view,1,2026-06-05
C00478,ITEM_025,purchase,5,2026-03-29
C01030,ITEM_054,view,1,2026-02-28
C00458,ITEM_020,view,1,2026-05-11
C00064,ITEM_028,play,3,2026-05-11
C00294,ITEM_056,view,1,2026-01-22
C00714,ITEM_016,view,1,2026-01-14
C00754,ITEM_062,view,1,2026-05-17
C01180,ITEM_078,view,1,2026-01-25
C01120,ITEM_056,play,3,2026-03-24
C00637,ITEM_028,view,1,2026-03-24
C00665,ITEM_014,view,1,2026-03-21
C00960,ITEM_044,view,1,2026-03-24
C00058,ITEM_035,purchase,5,2026-06-21
C00714,ITEM_019,view,1,2026-04-02
C00568,ITEM_029,view,1,2026-06-06
C00939,ITEM_077,purchase,5,2026-03-27
C00960,ITEM_013,view,1,2026-03-26
C00786,ITEM_020,play,3,2026-04-26
C00788,ITEM_027,play,3,2026-02-12
C00829,ITEM_073,view,1,2026-06-21
C00696,ITEM_028,play,3,2026-06-17
C00273,ITEM_023,purchase,5,2026-02-01
C00341,ITEM_023,view,1,2026-01-27
C00890,ITEM_075,view,1,2026-03-06
C00742,ITEM_028,play,3,2026-02-04
C00285,ITEM_029,view,1,2026-01-14
C01053,ITEM_029,view,1,2026-05-26
C01176,ITEM_069,view,1,2026-02-05
C00751,ITEM_056,play,3,2026-03-08
C00273,ITEM_047,play,3,2026-06-27
C01125,ITEM_017,purchase,5,2026-03-13
C00284,ITEM_009,view,1,2026-01-08
C00518,ITEM_007,purchase,5,2026-02-13
C01030,ITEM_023,view,1,2026-02-08
C00624,ITEM_063,play,3,2026-04-11
C00291,ITEM_060,play,3,2026-03-18
C00096,ITEM_062,view,1,2026-01-14
C00433,ITEM_053,view,1,2026-02-22
C00806,ITEM_041,view,1,2026-03-26
C00857,ITEM_028,view,1,2026-04-09
C00267,ITEM_058,play,3,2026-03-17
C00190,ITEM_015,view,1,2026-06-28
C00841,ITEM_005,play,3,2026-03-30
C00190,ITEM_066,view,1,2026-05-07
C00077,ITEM_037,view,1,2026-04-13
C00583,ITEM_049,play,3,2026-03-15
C00685,ITEM_076,view,1,2026-01-06
C00292,ITEM_054,purchase,5,2026-05-03
C00253,ITEM_061,purchase,5,2026-06-04
C00282,ITEM_038,view,1,2026-06-07
C00411,ITEM_025,view,1,2026-05-23
C00011,ITEM_028,view,1,2026-02-11
C00014,ITEM_072,play,3,2026-03-23
C00444,ITEM_030,view,1,2026-05-10
C00023,ITEM_074,purchase,5,2026-05-12
C00381,ITEM_002,purchase,5,2026-04-21
C00697,ITEM_023,view,1,2026-01-09
C00037,ITEM_075,play,3,2026-05-13
C00741,ITEM_046,view,1,2026-04-12
C00745,ITEM_029,view,1,2026-01-16
C00688,ITEM_014,view,1,2026-04-07
C00751,ITEM_038,play,3,2026-05-12
C00971,ITEM_076,view,1,2026-06-18
C00084,ITEM_028,play,3,2026-05-22
C00202,ITEM_038,view,1,2026-02-17
C00380,ITEM_028,play,3,2026-05-04
C00825,ITEM_068,purchase,5,2026-05-02
C01047,ITEM_054,play,3,2026-02-05
C01102,ITEM_049,view,1,2026-05-30
C00698,ITEM_053,view,1,2026-01-30
C00492,ITEM_032,view,1,2026-05-16
C00494,ITEM_064,view,1,2026-05-13
C00071,ITEM_049,purchase,5,2026-06-23
C00558,ITEM_005,view,1,2026-04-27
C00615,ITEM_029,view,1,2026-01-13
C00249,ITEM_069,play,3,2026-06-27
C00921,ITEM_020,view,1,2026-03-11
C00974,ITEM_076,play,3,2026-03-23
C00362,ITEM_065,view,1,2026-06-06
C01096,ITEM_079,view,1,2026-02-11
C00128,ITEM_063,play,3,2026-04-30
C01092,ITEM_010,view,1,2026-05-19
C00921,ITEM_015,purchase,5,2026-04-06
C00268,ITEM_038,view,1,2026-05-15
C00780,ITEM_028,view,1,2026-05-09
C00372,ITEM_075,view,1,2026-04-05
C00959,ITEM_067,view,1,2026-01-17
C00192,ITEM_060,view,1,2026-05-15
C00293,ITEM_075,view,1,2026-05-23
C00368,ITEM_004,view,1,2026-02-25
C00239,ITEM_056,purchase,5,2026-05-28
C00399,ITEM_069,view,1,2026-02-08
C00723,ITEM_078,play,3,2026-01-31
C00759,ITEM_067,view,1,2026-01-23
C00664,ITEM_064,play,3,2026-04-10
C00227,ITEM_062,view,1,2026-02-22
C00242,ITEM_010,view,1,2026-05-06
C01103,ITEM_032,view,1,2026-04-28
C00301,ITEM_070,view,1,2026-03-18
C00123,ITEM_050,view,1,2026-02-16
C00544,ITEM_020,view,1,2026-06-14
C00008,ITEM_057,play,3,2026-06-09
C00411,ITEM_002,view,1,2026-03-04
C01025,ITEM_031,purchase,5,2026-02-14
C00320,ITEM_060,view,1,2026-05-25
C00844,ITEM_062,view,1,2026-05-04
C00587,ITEM_040,view,1,2026-03-24
C00426,ITEM_021,view,1,2026-04-05
C00793,ITEM_039,play,3,2026-05-11
C00714,ITEM_014,view,1,2026-02-08
C00381,ITEM_074,play,3,2026-06-29
C00268,ITEM_068,view,1,2026-04-11
C01100,ITEM_057,view,1,2026-01-23
C00202,ITEM_027,view,1,2026-06-21
C01151,ITEM_011,play,3,2026-06-29
C00565,ITEM_004,view,1,2026-06-19
C01196,ITEM_030,purchase,5,2026-05-06
C00423,ITEM_066,view,1,2026-02-22
C00678,ITEM_029,view,1,2026-04-06
C00738,ITEM_063,play,3,2026-04-07
C00406,ITEM_014,view,1,2026-04-02
C00261,ITEM_064,play,3,2026-01-28
C00624,ITEM_006,view,1,2026-02-25
C00795,ITEM_027,play,3,2026-03-26
C00313,ITEM_012,view,1,2026-04-06
C00920,ITEM_048,purchase,5,2026-02-27
C00766,ITEM_015,view,1,2026-05-12
C00199,ITEM_001,play,3,2026-06-17
C01126,ITEM_025,view,1,2026-03-26
C00052,ITEM_000,play,3,2026-04-24
C00784,ITEM_030,play,3,2026-02-04
C00527,ITEM_020,play,3,2026-02-03
C00784,ITEM_074,view,1,2026-01-14
C00928,ITEM_042,view,1,2026-06-28
C00824,ITEM_035,play,3,2026-02-24
C00780,ITEM_048,view,1,2026-05-05
C01009,ITEM_010,play,3,2026-04-23
C00842,ITEM_010,view,1,2026-01-25
C00976,ITEM_012,view,1,2026-01-30
C00483,ITEM_069,view,1,2026-05-24
C00243,ITEM_059,play,3,2026-05-24
C00281,ITEM_076,view,1,2026-04-11
C00734,ITEM_065,view,1,2026-03-03
C00638,ITEM_009,play,3,2026-03-14
C00092,ITEM_013,view,1,2026-05-23
C00245,ITEM_065,play,3,2026-02-05
C01161,ITEM_043,view,1,2026-01-16
C00871,ITEM_049,view,1,2026-02-20
C00905,ITEM_018,view,1,2026-02-04
C00236,ITEM_040,view,1,2026-01-31
C00077,ITEM_072,play,3,2026-03-25
C00349,ITEM_039,view,1,2026-05-25
C01028,ITEM_055,view,1,2026-05-05
C00607,ITEM_059,view,1,2026-02-19
C00941,ITEM_073,play,3,2026-03-18
C00584,ITEM_016,play,3,2026-03-26
C00588,ITEM_072,view,1,2026-03-12
C00721,ITEM_048,view,1,2026-06-24
C01150,ITEM_066,view,1,2026-06-20
C00524,ITEM_020,play,3,2026-06-29
C00714,ITEM_009,view,1,2026-03-17
C01103,ITEM_006,view,1,2026-05-23
C00446,ITEM_030,play,3,2026-05-13
C01007,ITEM_044,view,1,2026-05-24
C00642,ITEM_023,play,3,2026-01-30
C01054,ITEM_021,view,1,2026-06-20
C00561,ITEM_065,purchase,5,2026-06-18
C00755,ITEM_059,view,1,2026-05-24
C00387,ITEM_050,view,1,2026-04-14
C00762,ITEM_052,view,1,2026-03-23
C00391,ITEM_067,view,1,2026-02-14
C00731,ITEM_017,play,3,2026-01-11
C00946,ITEM_075,view,1,2026-06-23
C00521,ITEM_068,view,1,2026-02-07
C00515,ITEM_027,play,3,2026-03-03
C00386,ITEM_027,view,1,2026-03-22
C00876,ITEM_014,play,3,2026-05-02
C00710,ITEM_056,play,3,2026-02-17
C00619,ITEM_024,view,1,2026-02-08
C00030,ITEM_021,play,3,2026-03-01
C00132,ITEM_053,play,3,2026-03-01
C00008,ITEM_015,play,3,2026-01-11
C01020,ITEM_009,view,1,2026-03-12
C01021,ITEM_068,view,1,2026-04-10
C00081,ITEM_003,purchase,5,2026-03-22
C00055,ITEM_073,view,1,2026-03-05
C00937,ITEM_054,view,1,2026-06-15
C00629,ITEM_028,view,1,2026-02-16
C00370,ITEM_045,play,3,2026-06-01
C00737,ITEM_025,play,3,2026-04-20
C00283,ITEM_032,purchase,5,2026-04-28
C00237,ITEM_056,purchase,5,2026-02-19
C00440,ITEM_072,view,1,2026-06-23
C01074,ITEM_018,view,1,2026-03-27
C00920,ITEM_042,view,1,2026-04-02
C00228,ITEM_069,view,1,2026-02-14
C00674,ITEM_001,view,1,2026-03-28
C01061,ITEM_000,purchase,5,2026-05-03
C01141,ITEM_049,view,1,2026-06-18
C00915,ITEM_011,view,1,2026-06-03
C00154,ITEM_079,view,1,2026-01-29
C00288,ITEM_009,view,1,2026-01-15
C00262,ITEM_059,view,1,2026-06-21
C00180,ITEM_025,view,1,2026-05-28
C00210,ITEM_073,view,1,2026-01-28
C00379,ITEM_069,view,1,2026-06-03
C00666,ITEM_063,play,3,2026-05-18
C00477,ITEM_051,play,3,2026-06-23
C00504,ITEM_017,play,3,2026-01-29
C00294,ITEM_008,view,1,2026-05-30
C00181,ITEM_020,view,1,2026-03-07
C01198,ITEM_006,view,1,2026-04-10
C00718,ITEM_062,purchase,5,2026-02-16
C00275,ITEM_023,view,1,2026-01-13
C00971,ITEM_035,view,1,2026-05-06
C00996,ITEM_049,purchase,5,2026-01-14
C01160,ITEM_056,purchase,5,2026-03-25
C00190,ITEM_047,view,1,2026-02-05
C00767,ITEM_058,play,3,2026-06-15
C01176,ITEM_009,view,1,2026-03-22
C00968,ITEM_022,view,1,2026-02-03
C00270,ITEM_060,view,1,2026-06-21
C01071,ITEM_057,purchase,5,2026-05-04
C00506,ITEM_050,view,1,2026-02-01
C00586,ITEM_075,play,3,2026-03-05
C00670,ITEM_078,view,1,2026-04-07
C00925,ITEM_006,play,3,2026-05-20
C00144,ITEM_044,play,3,2026-06-29
C00647,ITEM_072,play,3,2026-06-01
C00980,ITEM_026,purchase,5,2026-01-03
C00658,ITEM_004,play,3,2026-03-27
C00329,ITEM_009,play,3,2026-01-09
C00067,ITEM_057,view,1,2026-02-24
C00659,ITEM_073,purchase,5,2026-02-18
C00844,ITEM_056,view,1,2026-02-17
C00659,ITEM_003,view,1,2026-02-10
C01175,ITEM_033,view,1,2026-03-14
C00723,ITEM_027,view,1,2026-03-31
C00609,ITEM_072,view,1,2026-06-21
C00066,ITEM_042,view,1,2026-03-17
C00670,ITEM_018,view,1,2026-01-05
C00202,ITEM_045,purchase,5,2026-04-16
C00869,ITEM_059,purchase,5,2026-02-24
C00193,ITEM_046,view,1,2026-01-27
C01088,ITEM_033,purchase,5,2026-05-01
C00362,ITEM_057,view,1,2026-05-04
C00520,ITEM_024,view,1,2026-03-04
C00173,ITEM_010,purchase,5,2026-02-08
C00252,ITEM_069,play,3,2026-03-30
C01106,ITEM_057,play,3,2026-03-23
C00340,ITEM_058,view,1,2026-06-24
C00615,ITEM_071,view,1,2026-01-07
C01177,ITEM_057,view,1,2026-02-02
C00748,ITEM_002,purchase,5,2026-05-24
C00049,ITEM_067,view,1,2026-06-20
C00428,ITEM_002,view,1,2026-04-23
C00464,ITEM_055,view,1,2026-02-26
C00331,ITEM_079,play,3,2026-02-07
C00289,ITEM_032,view,1,2026-06-01
C00603,ITEM_024,play,3,2026-04-19
C00452,ITEM_074,view,1,2026-03-15
C00353,ITEM_036,view,1,2026-03-20
C00495,ITEM_073,view,1,2026-01-27
C00412,ITEM_024,view,1,2026-05-29
C00274,ITEM_014,play,3,2026-01-09
C00543,ITEM_044,play,3,2026-06-27
C01130,ITEM_029,view,1,2026-01-31
C00606,ITEM_056,view,1,2026-01-23
C00717,ITEM_023,view,1,2026-01-14
C01181,ITEM_060,play,3,2026-03-30
C00736,ITEM_028,purchase,5,2026-01-11
C00267,ITEM_028,play,3,2026-02-16
C00478,ITEM_056,view,1,2026-05-24
C00585,ITEM_020,view,1,2026-05-15
C00569,ITEM_022,purchase,5,2026-03-03
C00179,ITEM_043,view,1,2026-01-07
C00127,ITEM_026,play,3,2026-01-29
C00419,ITEM_030,purchase,5,2026-04-09
C01097,ITEM_027,play,3,2026-03-25
C00860,ITEM_049,view,1,2026-06-04
C01010,ITEM_026,view,1,2026-03-28
C00209,ITEM_048,purchase,5,2026-03-12
C00497,ITEM_018,view,1,2026-04-23
C00697,ITEM_071,purchase,5,2026-05-31
C00521,ITEM_076,view,1,2026-05-28
C00500,ITEM_000,play,3,2026-01-27
C00431,ITEM_008,purchase,5,2026-03-17
C00061,ITEM_008,view,1,2026-06-15
C01028,ITEM_014,view,1,2026-05-26
C01119,ITEM_062,view,1,2026-05-23
C00097,ITEM_019,play,3,2026-01-21
C00496,ITEM_046,play,3,2026-03-12
C00621,ITEM_020,view,1,2026-05-30
C00940,ITEM_005,play,3,2026-01-24
C01184,ITEM_006,purchase,5,2026-05-10
C00499,ITEM_075,play,3,2026-04-04
C00898,ITEM_044,view,1,2026-05-12
C01124,ITEM_052,purchase,5,2026-05-01
C00996,ITEM_015,play,3,2026-01-18
C00348,ITEM_038,view,1,2026-01-24
C00980,ITEM_052,purchase,5,2026-03-02
C00494,ITEM_062,view,1,2026-06-17
C00021,ITEM_052,purchase,5,2026-06-18
C00910,ITEM_047,play,3,2026-05-18
C01002,ITEM_049,play,3,2026-02-13
C00412,ITEM_029,view,1,2026-06-21
C00541,ITEM_055,view,1,2026-05-10
C00437,ITEM_023,view,1,2026-02-23
C00140,ITEM_057,play,3,2026-05-09
C01193,ITEM_036,play,3,2026-03-20
C00027,ITEM_046,view,1,2026-03-28
C00666,ITEM_038,view,1,2026-02-13
C00017,ITEM_045,play,3,2026-04-26
C00827,ITEM_056,view,1,2026-02-19
C01081,ITEM_022,view,1,2026-06-16
C00772,ITEM_037,view,1,2026-01-27
C00727,ITEM_032,play,3,2026-02-15
C00993,ITEM_001,view,1,2026-01-23
C01169,ITEM_068,play,3,2026-02-13
C01034,ITEM_054,view,1,2026-05-01
C00277,ITEM_003,view,1,2026-06-20
C00675,ITEM_005,play,3,2026-01-29
C00982,ITEM_074,purchase,5,2026-02-10
C00353,ITEM_067,view,1,2026-01-25
C00810,ITEM_058,play,3,2026-05-26
C00027,ITEM_056,play,3,2026-04-07
C01052,ITEM_067,purchase,5,2026-03-07
C00737,ITEM_047,view,1,2026-05-07
C00891,ITEM_000,view,1,2026-01-16
C00990,ITEM_036,view,1,2026-05-21
C00262,ITEM_026,play,3,2026-01-18
C00540,ITEM_013,play,3,2026-04-15
C01030,ITEM_068,view,1,2026-01-06
C00197,ITEM_052,view,1,2026-02-06
C00986,ITEM_072,view,1,2026-04-23
C00345,ITEM_008,view,1,2026-04-14
C00690,ITEM_078,purchase,5,2026-03-22
C00611,ITEM_048,view,1,2026-04-23
C00823,ITEM_045,play,3,2026-05-31
C01004,ITEM_014,view,1,2026-02-16
C00418,ITEM_049,play,3,2026-06-25
C00206,ITEM_047,play,3,2026-01-27
C00507,ITEM_056,view,1,2026-06-26
C00734,ITEM_012,play,3,2026-06-16
C00900,ITEM_050,play,3,2026-03-19
C00904,ITEM_007,purchase,5,2026-01-18
C00407,ITEM_005,view,1,2026-03-15
C01123,ITEM_037,view,1,2026-02-19
C00099,ITEM_009,view,1,2026-04-15
C00140,ITEM_056,play,3,2026-02-11
C00029,ITEM_038,view,1,2026-01-13
C01111,ITEM_019,purchase,5,2026-06-10
C00216,ITEM_021,view,1,2026-06-05
C00721,ITEM_039,purchase,5,2026-04-01
C00975,ITEM_047,view,1,2026-06-03
C00920,ITEM_063,view,1,2026-06-22
C01138,ITEM_045,view,1,2026-06-15
C00064,ITEM_043,play,3,2026-05-30
C00488,ITEM_048,play,3,2026-01-08
C00607,ITEM_047,view,1,2026-05-16
C00835,ITEM_027,view,1,2026-06-15
C00747,ITEM_017,purchase,5,2026-02-01
C00671,ITEM_042,view,1,2026-01-12
C00368,ITEM_009,view,1,2026-03-03
C00127,ITEM_019,play,3,2026-05-29
C00517,ITEM_011,view,1,2026-05-28
C00311,ITEM_039,view,1,2026-04-16
C00665,ITEM_077,view,1,2026-06-27
C00956,ITEM_070,play,3,2026-01-30
C00663,ITEM_006,view,1,2026-06-08
C00699,ITEM_065,purchase,5,2026-06-06
C00050,ITEM_012,view,1,2026-06-20
C00773,ITEM_072,purchase,5,2026-02-22
C00527,ITEM_016,view,1,2026-04-26
C00148,ITEM_010,view,1,2026-02-19
C00256,ITEM_063,view,1,2026-03-28
C00936,ITEM_066,view,1,2026-06-22
C01100,ITEM_031,view,1,2026-04-03
C00609,ITEM_043,play,3,2026-05-19
C01171,ITEM_063,play,3,2026-03-24
C00216,ITEM_068,play,3,2026-01-01
C00359,ITEM_033,view,1,2026-01-28
C01116,ITEM_062,play,3,2026-05-02
C00210,ITEM_063,view,1,2026-02-25
C00791,ITEM_063,play,3,2026-02-26
C00263,ITEM_071,play,3,2026-01-17
C00397,ITEM_066,view,1,2026-05-28
C00573,ITEM_035,view,1,2026-01-16
C00431,ITEM_025,purchase,5,2026-04-07
C01049,ITEM_078,view,1,2026-02-26
C01167,ITEM_035,play,3,2026-06-13
C00600,ITEM_074,purchase,5,2026-04-30
C00630,ITEM_079,view,1,2026-01-13
C00066,ITEM_001,view,1,2026-04-21
C00281,ITEM_011,view,1,2026-01-30
C00047,ITEM_045,play,3,2026-04-11
C01027,ITEM_007,view,1,2026-02-13
C00272,ITEM_052,view,1,2026-05-15
C00408,ITEM_000,view,1,2026-03-27
C01011,ITEM_067,purchase,5,2026-03-18
C00855,ITEM_034,play,3,2026-06-08
C00745,ITEM_053,view,1,2026-03-21
C00046,ITEM_037,purchase,5,2026-02-12
C00675,ITEM_055,play,3,2026-04-04
C00673,ITEM_054,purchase,5,2026-05-26
C00382,ITEM_023,view,1,2026-01-12
C00893,ITEM_064,view,1,2026-02-20
C01115,ITEM_065,play,3,2026-04-15
C00310,ITEM_025,view,1,2026-02-13
C00397,ITEM_005,view,1,2026-05-16
C00386,ITEM_035,play,3,2026-01-11
C01001,ITEM_052,play,3,2026-02-17
C00093,ITEM_062,view,1,2026-04-16
C01075,ITEM_016,view,1,2026-06-03
C00930,ITEM_038,view,1,2026-03-05
C00580,ITEM_061,view,1,2026-02-17
C00700,ITEM_042,view,1,2026-06-16
C01073,ITEM_063,view,1,2026-04-03
C00923,ITEM_053,play,3,2026-02-06
C00332,ITEM_013,view,1,2026-06-07
C00060,ITEM_016,view,1,2026-01-06
C00790,ITEM_063,play,3,2026-05-13
C00174,ITEM_056,view,1,2026-06-13
C00105,ITEM_066,view,1,2026-04-14
C01178,ITEM_023,view,1,2026-06-14
C00568,ITEM_004,play,3,2026-04-23
C00781,ITEM_019,view,1,2026-04-18
C00260,ITEM_034,view,1,2026-01-20
C00122,ITEM_009,view,1,2026-02-02
C00075,ITEM_015,play,3,2026-05-06
C00425,ITEM_011,play,3,2026-05-03
C00004,ITEM_010,purchase,5,2026-04-21
C00504,ITEM_030,play,3,2026-02-07
C00389,ITEM_064,view,1,2026-01-16
C00632,ITEM_030,view,1,2026-01-16
C00707,ITEM_023,view,1,2026-01-23
C00370,ITEM_043,view,1,2026-02-09
C00546,ITEM_051,view,1,2026-06-24
C00093,ITEM_027,view,1,2026-05-21
C00362,ITEM_000,play,3,2026-02-02
C01173,ITEM_023,play,3,2026-02-25
C01189,ITEM_006,view,1,2026-06-11
C00582,ITEM_011,view,1,2026-03-22
C01127,ITEM_048,view,1,2026-02-19
C00601,ITEM_014,view,1,2026-03-01
C00150,ITEM_029,view,1,2026-03-13
C01041,ITEM_031,view,1,2026-04-08
C00498,ITEM_070,view,1,2026-04-10
C00734,ITEM_012,purchase,5,2026-04-06
C00778,ITEM_006,view,1,2026-04-23
C00369,ITEM_042,view,1,2026-02-23
C00880,ITEM_049,view,1,2026-03-31
C00601,ITEM_040,view,1,2026-05-30
C00439,ITEM_056,view,1,2026-03-04
C00357,ITEM_069,purchase,5,2026-06-26
C00895,ITEM_048,view,1,2026-03-31
C00299,ITEM_043,view,1,2026-03-09
C00148,ITEM_054,purchase,5,2026-05-07
C01058,ITEM_017,view,1,2026-03-12
C00398,ITEM_019,view,1,2026-03-13
C00769,ITEM_029,play,3,2026-03-09
C00859,ITEM_061,view,1,2026-04-09
C01006,ITEM_068,purchase,5,2026-01-08
C00750,ITEM_044,view,1,2026-03-10
C00849,ITEM_049,play,3,2026-05-19
C01004,ITEM_063,view,1,2026-03-01
C01132,ITEM_019,play,3,2026-04-08
C00056,ITEM_009,play,3,2026-02-23
C00891,ITEM_059,play,3,2026-06-19
C00209,ITEM_010,play,3,2026-02-10
C01069,ITEM_012,play,3,2026-05-20
C00058,ITEM_031,view,1,2026-05-17
C00296,ITEM_062,view,1,2026-03-15
C00230,ITEM_031,view,1,2026-06-27
C00724,ITEM_009,view,1,2026-06-27
C00005,ITEM_010,view,1,2026-01-06
C00020,ITEM_020,play,3,2026-04-13
C00605,ITEM_006,play,3,2026-02-05
C01165,ITEM_026,purchase,5,2026-06-29
C00633,ITEM_006,view,1,2026-06-23
C00535,ITEM_067,play,3,2026-03-18
C00789,ITEM_004,play,3,2026-03-03
C00662,ITEM_015,purchase,5,2026-05-28
C00461,ITEM_002,play,3,2026-03-12
C00706,ITEM_023,view,1,2026-05-12
C00003,ITEM_064,view,1,2026-04-30
C00293,ITEM_046,purchase,5,2026-02-21
C00808,ITEM_074,play,3,2026-03-05
C00409,ITEM_049,play,3,2026-06-17
C00065,ITEM_034,play,3,2026-03-30
C00149,ITEM_076,play,3,2026-03-17
C01039,ITEM_014,play,3,2026-06-12
C00395,ITEM_009,purchase,5,2026-04-14
C00027,ITEM_026,purchase,5,2026-04-12
C00874,ITEM_074,view,1,2026-03-11
C00636,ITEM_065,view,1,2026-05-01
C00541,ITEM_042,view,1,2026-01-08
C01073,ITEM_074,view,1,2026-02-09
C00376,ITEM_051,play,3,2026-05-28
C00686,ITEM_019,play,3,2026-02-17
C00893,ITEM_000,view,1,2026-06-27
C00730,ITEM_002,view,1,2026-06-10
C00249,ITEM_067,view,1,2026-03-10
C00817,ITEM_024,play,3,2026-06-15
C00892,ITEM_033,play,3,2026-05-09
C00146,ITEM_030,view,1,2026-05-26
C00198,ITEM_007,view,1,2026-03-26
C00809,ITEM_000,view,1,2026-01-22
C00142,ITEM_058,view,1,2026-04-09
C01056,ITEM_054,play,3,2026-05-28
C00131,ITEM_018,purchase,5,2026-01-17
C01169,ITEM_009,view,1,2026-01-04
C00805,ITEM_041,view,1,2026-05-28
C00531,ITEM_006,view,1,2026-04-18
C00322,ITEM_023,view,1,2026-04-04
C00413,ITEM_057,view,1,2026-05-02
C00898,ITEM_013,view,1,2026-05-04
C00903,ITEM_061,view,1,2026-03-18
C00250,ITEM_070,play,3,2026-04-20
C00651,ITEM_014,view,1,2026-03-28
C01191,ITEM_053,play,3,2026-02-07
C00308,ITEM_061,view,1,2026-05-14
C00832,ITEM_041,view,1,2026-03-09
C00206,ITEM_023,view,1,2026-06-11
C01000,ITEM_078,view,1,2026-03-13
C00204,ITEM_024,view,1,2026-02-04
C00357,ITEM_019,play,3,2026-05-30
C00551,ITEM_009,purchase,5,2026-01-25
C00444,ITEM_072,view,1,2026-06-27
C00204,ITEM_018,view,1,2026-04-24
C00769,ITEM_010,view,1,2026-03-28
C00023,ITEM_003,play,3,2026-02-11
C01180,ITEM_023,view,1,2026-02-06
C00062,ITEM_053,view,1,2026-02-04
C00400,ITEM_054,play,3,2026-05-30
C01115,ITEM_068,play,3,2026-02-06
C00186,ITEM_053,play,3,2026-01-07
C00087,ITEM_003,view,1,2026-02-05
C00892,ITEM_067,view,1,2026-04-20
C00087,ITEM_020,view,1,2026-03-27
C01079,ITEM_076,play,3,2026-03-09
C00541,ITEM_027,play,3,2026-06-23
C01043,ITEM_001,view,1,2026-03-03
C00294,ITEM_031,play,3,2026-05-30
C00169,ITEM_036,view,1,2026-01-23
C01155,ITEM_065,play,3,2026-04-08
C00914,ITEM_044,view,1,2026-01-24
C01093,ITEM_003,view,1,2026-01-15
C00383,ITEM_003,view,1,2026-05-03
C00485,ITEM_049,play,3,2026-05-02
C00692,ITEM_006,view,1,2026-04-14
C00538,ITEM_042,view,1,2026-03-23
C00291,ITEM_071,play,3,2026-02-18
C00450,ITEM_067,play,3,2026-05-21
C00730,ITEM_050,play,3,2026-02-04
C00045,ITEM_024,play,3,2026-03-30
C00403,ITEM_041,play,3,2026-06-19
C00351,ITEM_008,play,3,2026-05-01
C00084,ITEM_059,view,1,2026-06-02
C00147,ITEM_010,view,1,2026-02-06
C00594,ITEM_004,view,1,2026-01-05
C00122,ITEM_050,view,1,2026-05-30
C00413,ITEM_045,view,1,2026-04-12
C00673,ITEM_043,view,1,2026-05-21
C01048,ITEM_038,view,1,2026-06-01
C00118,ITEM_047,play,3,2026-03-09
C00521,ITEM_035,play,3,2026-01-20
C00123,ITEM_010,view,1,2026-06-23
C00514,ITEM_045,purchase,5,2026-02-24
C00576,ITEM_003,view,1,2026-01-29
C00959,ITEM_005,view,1,2026-04-13
C00530,ITEM_045,view,1,2026-01-04
C01122,ITEM_056,view,1,2026-01-11
C00165,ITEM_006,view,1,2026-05-18
C00063,ITEM_030,play,3,2026-01-16
C00005,ITEM_074,view,1,2026-04-19
C00428,ITEM_062,view,1,2026-03-23
C00231,ITEM_064,view,1,2026-01-20
C00109,ITEM_052,view,1,2026-06-19
C00283,ITEM_014,play,3,2026-01-29
C01169,ITEM_030,play,3,2026-04-28
C00960,ITEM_047,play,3,2026-01-24
C00022,ITEM_053,view,1,2026-04-17
C01098,ITEM_010,view,1,2026-01-31
C00246,ITEM_077,view,1,2026-06-09
C00487,ITEM_074,play,3,2026-03-25
C00393,ITEM_002,view,1,2026-01-02
C00486,ITEM_047,view,1,2026-01-10
C00912,ITEM_011,view,1,2026-04-08
C00854,ITEM_025,play,3,2026-04-04
C00712,ITEM_070,view,1,2026-03-01
C00752,ITEM_054,purchase,5,2026-04-19
C00873,ITEM_028,view,1,2026-05-24
C00220,ITEM_000,view,1,2026-05-11
C00474,ITEM_066,view,1,2026-05-15
C00129,ITEM_023,view,1,2026-06-20
C00845,ITEM_048,view,1,2026-02-07
C00525,ITEM_018,play,3,2026-01-15
C00764,ITEM_063,view,1,2026-01-22
C00677,ITEM_027,view,1,2026-01-07
C00328,ITEM_059,view,1,2026-02-22
C00166,ITEM_006,view,1,2026-01-26
C01167,ITEM_049,purchase,5,2026-06-15
C00351,ITEM_077,view,1,2026-03-02
C00131,ITEM_037,play,3,2026-02-09
C00367,ITEM_037,view,1,2026-04-05
C01082,ITEM_054,view,1,2026-03-19
C00313,ITEM_068,play,3,2026-01-01
C01184,ITEM_064,view,1,2026-06-22
C00552,ITEM_004,play,3,2026-05-05
C01034,ITEM_023,view,1,2026-05-29
C00783,ITEM_067,view,1,2026-06-22
C00052,ITEM_077,purchase,5,2026-06-09
C00611,ITEM_052,view,1,2026-02-14
C00500,ITEM_000,purchase,5,2026-05-18
C00241,ITEM_054,purchase,5,2026-01-02
C00659,ITEM_075,view,1,2026-03-07
C00123,ITEM_064,view,1,2026-05-16
C00837,ITEM_057,play,3,2026-05-06
C00986,ITEM_042,view,1,2026-05-19
C00111,ITEM_072,play,3,2026-05-17
C00575,ITEM_050,view,1,2026-01-08
C00786,ITEM_040,view,1,2026-04-15
C00074,ITEM_071,view,1,2026-04-22
